248600,Andrea Eckert
946734,David Yates
460141,Steve Kloves
746830,J.K. Rowling
705356,Daniel Radcliffe
914612,Emma Watson
342488,Rupert Grint
1047,Michael Cimino
1047,Michael Cimino
913346,Deric Washburn
307311,Louis Garfinkle
134,Robert De Niro
686,Christopher Walken
1030,John Cazale
6487,Jim Sheridan
174840,Gerry Conlon
313623,Terry George
6487,Jim Sheridan
358,Daniel Day-Lewis
592,Pete Postlethwaite
188949,Alison Crosbie
27572,Wes Anderson
959003,Stefan Zweig
27572,Wes Anderson
2450453,Hugo Guinness
146,Ralph Fiennes
719,F. Murray Abraham
23832,Mathieu Amalric
