9174558,Dopesick,8.6,2021,492,2,"The series takes viewers to the epicenter of America's struggle with opioid addiction, from the boardrooms of Purdue Pharma, to a distressed Virginia mining community, to the hallways of the... Read all"
96657,Mr. Bean,8.6,1990,25,1,"Bumbling, childlike Mr. Bean has trouble completing the simplest of tasks in day-to-day life, but his perseverance and resourcefulness frequently allow him to find ingenious ways around prob... Read all"
434706,Monster,8.7,2004,24,1,A brilliant neurosurgeon finds his life in utter turmoil after getting involved with a psychopathic former patient.
5421602,Anne with an E,8.7,2017,60,1,"The adventures of a young orphan girl living in the early 19th century. Follow Anne as she learns to navigate her new life on Prince Edward Island, in this new take on L.M. Montgomery's clas... Read all"
94525,Poirot,8.6,1989,100,1,"The cases of eccentric, but sharp, Belgian detective Hercule Poirot."
475784,Westworld,8.6,2016,62,1,"At the intersection of the near future and the reimagined past, waits a world in which every human appetite can be indulged without consequence."
979432,Boardwalk Empire,8.6,2010,55,1,An Atlantic City politician plays both sides of the law by conspiring with gangsters during the Prohibition era.
1489428,Justified,8.6,2010,44,1,"U.S. Marshal Raylan Givens is reassigned from Miami to his childhood home in the poor, rural coal mining towns of eastern Kentucky."
53488,The Bugs Bunny Show,8.6,1960,30,1,TV series featuring the classic Looney Tunes animated shorts.
6763664,The Haunting of Hill House,8.6,2018,572,2,"Flashing between past and present, a fractured family confronts haunting memories of their old home and the terrifying events that drove them from it."
8289930,Formula 1: Drive to Survive,8.6,2019,40,1,Docuseries following the FIA Formula One World Championship across multiple seasons.
10048342,The Queen's Gambit,8.6,2020,395,2,"Orphaned at the tender age of nine, prodigious introvert Beth Harmon discovers and masters the game of chess in 1960s USA. But child stardom comes at a price."
2244495,The Eric Andre Show,8.6,2012,11,1,"Eric Andre tries to host a talk show in a bizarre environment, where he is sometimes the player of pranks and sometimes the victim."
80306,Yes Minister,8.6,1980,30,1,The Right Honorable James Hacker has landed the plum job of Cabinet Minister to the Department of Administration. At last he is in a position of power and can carry out some long-needed refo... Read all
1870479,The Newsroom,8.6,2012,55,1,"A newsroom undergoes some changes in its workings and morals as a new team is brought in, bringing unexpected results for its existing news anchor."
8595766,Yeh Meri Family,9.0,2018,30,1,Set in the summer of 1998 it is a story about conflicting emotions towards family members from the eyes of a twelve year old.
863046,Flight of the Conchords,8.6,2007,28,1,"Bret and Jemaine are Flight of the Conchords, a folk-rock band from New Zealand living in New York City in search of stardom."
268093,Ramayan,9.0,1987,30,1,"An adaptation of the ancient epic, in which the exiled Prince Rama and his brother Laxman set out to save Rama's wife, Sita, who has been kidnapped by the demon king of Lanka Ravana."
88509,Dragon Ball,8.6,1986,24,1,"Son Gokû, a fighter with a monkey tail, goes on a quest with an assortment of odd characters in search of the Dragon Balls, a set of crystals that can give its bearer anything they desire."
187664,Spaced,8.6,1999,25,1,"Friends Tim and Daisy, 20-something North Londoners with uncertain futures, must pretend to be a couple to live in the only apartment they can afford."
2100976,Impractical Jokers,8.6,2011,30,1,"Q, Sal, Joe and Murr are real-life best friends who love challenging each other to the most outrageous dares and stunts ever caught on hidden camera."
10332508,Primal,8.7,2019,22,1,A caveman and a dinosaur bond over shared tragedy and work together to survive in a perilous prehistoric world.
275137,Justice League,8.6,2001,22,1,Seven of the most formidable heroes form arguably the most powerful team ever.
237123,Coupling,8.6,2000,30,1,Six best friends talk about all aspects of sex and relationships on their never-ending quest to find true love.
280249,Dragon Ball,8.6,1995,24,1,"Dragon Ball tells the tale of a young warrior by the name of Son Goku, a young peculiar boy with a tail who embarks on a quest to become stronger and learns of the Dragon Balls, when, once a... Read all"
314979,Battlestar Galactica,8.5,2003,183,2,"Following the destruction of the Twelve Colonies of Kobol by the Cylons, a rag-tag fugitive fleet of the last remnants of mankind flees the pursuing Cylons while simultaneously searching for... Read all"
10850932,Crash Landing on You,8.7,2019,70,1,The absolute top secret love story of a chaebol heiress who made an emergency landing in North Korea because of a paragliding accident and a North Korean special officer who falls in love wi... Read all
106028,Homicide: Life on the Street,8.7,1993,60,1,Life on the Street is an American police procedural television series chronicling the work of a fictional version of the Baltimore Police Department's Homicide Unit.
417373,The Venture Bros.,8.6,2003,22,1,"The bizarre escapades of pseudo-heroic scientist Dr. Rusty Venture, his competent, high-strung bodyguard, and his two overenthusiastic sons."
403778,Long Way Round,8.6,2004,315,2,"This documentary series follows actors Ewan McGregor and Charley Boorman on a motorcycle trip around the world. The two friends will travel through such places as Siberia, Kazakhstan, Mongol... Read all"
487831,The IT Crowd,8.5,2006,25,1,"The comedic misadventures of Roy, Moss and their grifting supervisor Jen, a rag-tag team of IT support workers at a large corporation headed by a hotheaded yuppie."
290978,The Office,8.5,2001,30,1,The story of an office that faces closure when the company decides to downsize its branches. A documentary film crew follow staff and the manager David Brent as they continue their daily liv... Read all
13706018,Spy x Family,8.9,2022,25,1,"A spy on an undercover mission gets married and adopts a child as part of his cover. His wife and daughter have secrets of their own, and all three must strive to keep together."
1492966,Louie,8.5,2010,22,1,"The life of Louie C.K., a divorced comedian living in New York with two kids."
423731,Samurai Champloo,8.6,2004,24,1,"Fuu, a waitress who works in a teahouse, rescues two master swordsmen, Mugen and Jin, from their execution to help her find the ""samurai who smells of sunflowers."""
4063800,The Bureau,8.7,2015,52,1,"After six years of undercover work in Syria, French intelligence officer Malotru returns home, where he struggles to forget his undercover identity, train a young recruit, and investigate wh... Read all"
7908628,What We Do in the Shadows,8.6,2019,30,1,"A look into the daily (or rather, nightly) lives of four vampires, who've lived together for over 100 years, on Staten Island."
4158110,Mr. Robot,8.6,2015,49,1,"Elliot, a brilliant but highly unstable young cyber-security engineer and vigilante hacker, becomes a key figure in a complex game of global dominance when he and his shadowy allies try to t... Read all"
6108262,Black Sun,8.9,2017,60,1,"A historical fiction drama and thriller set in the turbulent period of the late 1920s in the Balkans as a place where high politics, local interests, capital and crime all merge together."
9544034,The Family Man,8.7,2019,45,1,"A working man from the National Investigation Agency tries to protect the nation from terrorism, but he also needs to keep his family safe from his secret job."
129690,I'm Alan Partridge,8.6,1997,29,1,"Alan Partridge, a failed television presenter, is now presenting a programme on local radio in Norwich. He desperately tries to revive his broadcasting career."
163507,Whose Line Is It Anyway?,8.5,1998,30,1,Improvisational comedy competition show in which four members of the regular cast as comedians and often with guest appearances with other comedians and celebrities and members of the audien... Read all
1586680,Shameless,8.6,2011,46,1,"A scrappy, feisty, fiercely loyal Chicago family makes no apologies."
86831,"Yes, Prime Minister",8.6,1986,30,1,James Hacker was propelled along the corridors of power to the very pinnacle of politics - Number 10.
1513168,Through the Wormhole,8.6,2010,60,1,"Hosted by Morgan Freeman, Through the Wormhole will explore the deepest mysteries of existence - the questions that have puzzled mankind for eternity. What are we made of? What was there bef... Read all"
