0,434409
7,434409
17,434409
12,84787
15,84787
17,84787
2,2096673
1,2096673
4,2096673
0,120735
4,120735
5,120735
5,46912
21,46912
7,1305806
15,1305806
16,1305806
1,50212
7,50212
22,50212
2,347149
1,347149
8,347149
4,5027774
5,5027774
7,5027774
7,117951
7,1205489
0,1291584
7,1291584
19,1291584
5,116282
21,116282
2,96283
4,96283
8,96283
5,1392214
7,1392214
15,1392214
7,405159
19,405159
1,15864
4,15864
7,15864
0,83658
7,83658
17,83658
3,264464
5,264464
7,264464
5,47296
7,47296
21,47296
10,41959
15,41959
21,41959
7,118849
8,118849
19,118849
1,52618
7,52618
11,52618
3,2024544
7,2024544
11,2024544
0,17925
1,17925
4,17925
7,50986
16,50986
7,2267998
15,2267998
21,2267998
7,112471
16,112471
1,1201607
9,1201607
12,1201607
7,77416
22,77416
3,107207
5,107207
7,107207
1,2278388
4,2278388
5,2278388
4,31679
7,31679
1,46268
7,46268
21,46268
1,72684
7,72684
22,72684
0,15324
4,15324
16,15324
5,353969
7,353969
15,353969
7,3170832
21,3170832
3,2119532
7,2119532
11,2119532
2,4729430
1,4729430
4,4729430
7,50976
9,50976
4,3011894
7,3011894
21,3011894
4,118715
5,118715
2,892769
0,892769
1,892769
0,1392190
1,1392190
17,1392190
2,978762
4,978762
7,978762
2,198781
1,198781
4,198781
1,73195
21,73195
3,19254
7,19254
11,19254
3,395169
7,395169
11,395169
7,46438
4,97165
7,97165
7,48473
7,75148
19,75148
7,91763
22,91763
0,1950186
3,1950186
7,1950186
1,92005
7,92005
0,88247
17,88247
3,1895587
5,1895587
7,1895587
0,1979320
3,1979320
7,1979320
1,758758
3,758758
7,758758
7,74958
1,32138
8,32138
9,32138
0,3315342
7,3315342
17,3315342
4,107048
7,107048
9,107048
2,382932
1,382932
4,382932
7,381681
16,381681
12,70047
7,36868
16,36868
22,36868
2,317705
0,317705
1,317705
4,35446
16,35446
22,35446
7,32976
10,32976
15,32976
7,32551
7,58946
22,58946
3,1028532
7,1028532
8,1028532
5,61512
7,61512
7,245712
21,245712
0,325980
1,325980
9,325980
5,53198
7,53198
5,113247
7,113247
7,60827
21,60827
4,79470
7,476735
8,476735
1,71411
3,71411
7,71411
4,25316
16,25316
3,59742
7,59742
8,59742
7,4016934
16,4016934
21,4016934
5,15097216
7,15097216
15,15097216
2,103639
1,103639
4,103639
3,83987
7,83987
7,1454029
2,101414
8,101414
9,101414
